Unnamed: 0,Age,Gender,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,PerformanceRating
266,19,True,9,2,3,54,3,1,1,1,0,25,3,0.025,4,3,0.025,1,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4
691,32,False,15,4,3,34,3,2,4,5,0,18,2,0.225,6,3,0.125,1,1,2,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3
867,58,False,23,4,4,94,3,3,4,1,0,12,4,1.0,3,2,1.0,10,15,6,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
711,40,False,11,3,4,73,3,2,3,1,0,11,1,0.25,2,4,0.25,9,9,4,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3
800,34,True,23,4,2,72,3,2,3,0,0,20,3,0.25,2,3,0.225,5,8,7,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
38,54,False,19,4,4,95,3,2,1,9,1,11,2,0.225,4,3,0.125,3,1,4,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
53,36,False,1,3,3,35,3,2,2,0,0,15,1,0.25,2,3,0.225,7,0,5,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
1104,60,False,7,3,1,41,3,5,1,5,0,11,4,0.8250000000000001,5,1,0.7250000000000001,8,11,10,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
611,43,True,9,3,1,52,3,1,3,4,0,13,3,0.17500000000000002,2,2,0.07500000000000001,2,1,2,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2
1112,29,True,3,4,2,93,2,3,3,1,0,18,3,0.25,2,3,0.25,2,0,7,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
608,38,True,2,3,1,100,3,1,2,5,0,13,4,0.325,3,3,0.275,10,3,8,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2
744,36,True,15,4,4,88,1,2,4,1,0,24,1,0.375,4,2,0.375,12,11,11,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4
1173,44,False,1,4,1,50,2,2,3,4,0,11,2,0.25,1,4,0.05,2,0,2,0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
258,40,False,26,2,3,92,2,2,4,3,1,13,4,0.4,3,1,0.025,1,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,3
686,31,True,3,2,3,48,3,1,1,1,1,13,4,0.1,3,4,0.1,2,2,3,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3
206,30,True,20,3,3,85,3,2,1,0,0,15,3,0.17500000000000002,1,2,0.15000000000000002,2,0,2,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3
113,27,False,4,3,2,76,3,1,3,1,0,19,3,0.025,2,3,0.025,1,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
627,36,False,2,4,4,73,3,2,2,4,1,22,4,0.375,2,3,0.025,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4
156,38,True,10,1,3,66,3,1,3,0,0,17,2,0.07500000000000001,0,2,0.05,1,0,2,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,3
964,39,False,1,4,3,96,3,1,3,7,0,14,3,0.17500000000000002,1,3,0.07500000000000001,2,1,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
1049,31,False,7,4,3,39,3,3,4,1,1,14,3,0.275,2,2,0.275,9,4,10,0,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
845,58,True,10,4,4,37,3,4,3,0,0,13,3,0.9500000000000001,1,2,0.925,10,1,8,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
294,19,False,10,3,1,96,2,1,2,1,1,25,2,0.025,2,4,0.025,1,0,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4
83,44,True,8,4,1,62,4,1,4,2,1,24,3,0.25,2,2,0.07500000000000001,2,0,2,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
1094,39,True,1,1,2,52,3,5,3,1,1,14,3,0.525,3,3,0.525,8,1,6,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2
855,34,True,7,3,1,66,1,2,3,1,1,24,4,0.225,3,3,0.225,7,0,6,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
15,34,False,8,2,2,96,3,2,3,3,0,11,4,0.25,2,3,0.125,1,4,3,0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
1070,35,True,9,4,3,97,2,2,2,9,0,19,3,0.25,5,3,0.025,1,0,0,0,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
682,42,True,12,4,2,77,3,2,4,3,1,12,3,0.35000000000000003,4,3,0.0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
508,37,True,19,3,3,85,3,2,3,3,0,17,1,0.225,2,2,0.1,3,0,2,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
650,29,True,7,3,4,59,3,1,1,3,0,14,2,0.275,2,3,0.07500000000000001,2,1,2,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3
657,27,False,2,2,1,89,4,2,3,0,0,14,2,0.225,5,2,0.2,7,0,7,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
961,33,False,2,2,1,39,3,1,1,7,0,20,1,0.325,3,4,0.225,7,1,7,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
276,40,True,2,4,2,62,3,2,2,5,0,12,4,0.125,2,3,0.0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
733,52,True,29,4,1,40,3,1,4,2,0,15,2,0.4,3,2,0.225,8,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3
235,35,True,11,2,4,54,3,2,4,1,0,11,4,0.125,3,3,0.125,2,0,2,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
332,32,True,7,2,4,79,3,2,3,1,0,18,1,0.25,3,3,0.25,4,1,1,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3
765,41,False,1,2,2,94,3,2,4,8,1,11,1,0.2,0,1,0.15000000000000002,4,0,5,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
1014,51,True,2,3,4,84,1,2,2,5,0,18,4,0.325,3,3,0.1,1,1,2,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,3
740,29,True,1,4,1,36,3,1,4,9,1,14,2,0.1,3,4,0.05,2,2,2,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2
810,35,True,18,5,2,71,3,3,1,1,0,22,4,0.225,3,2,0.225,8,1,8,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
202,21,False,10,3,3,36,2,1,1,1,0,13,1,0.025,6,2,0.025,0,1,0,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3
482,29,True,2,1,1,87,3,2,4,1,0,19,4,0.15000000000000002,0,4,0.15000000000000002,4,1,3,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
225,29,False,28,4,3,93,3,1,4,4,0,22,1,0.275,1,3,0.17500000000000002,5,1,7,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4
823,29,True,2,3,3,76,3,1,2,0,0,23,4,0.15000000000000002,3,3,0.125,4,0,4,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4
978,40,True,2,2,1,49,3,5,3,0,0,19,4,0.55,5,3,0.525,7,3,9,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
400,56,False,1,2,1,90,3,1,1,2,0,22,4,0.125,3,4,0.07500000000000001,2,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4
828,35,True,1,4,3,32,2,2,1,0,0,14,2,0.4,2,3,0.375,13,2,8,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
344,34,True,9,3,4,86,3,3,4,0,0,11,4,0.25,0,2,0.225,7,1,6,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
533,32,True,2,3,4,45,3,2,2,0,0,13,3,0.25,4,2,0.225,5,1,6,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
561,24,True,29,1,2,91,3,1,1,1,0,13,2,0.15000000000000002,2,4,0.15000000000000002,2,1,2,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2
793,36,False,5,4,2,82,2,1,1,9,1,14,4,0.15000000000000002,3,4,0.025,1,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
218,50,True,1,4,4,81,3,2,3,3,1,14,4,0.125,4,3,0.0,0,0,0,1,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
852,25,True,5,3,3,46,2,2,3,1,1,11,4,0.15000000000000002,1,3,0.15000000000000002,4,0,3,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
51,33,False,16,3,1,69,3,2,1,5,0,15,3,0.15000000000000002,3,3,0.07500000000000001,2,0,2,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
787,33,True,2,3,3,78,3,1,4,4,0,11,4,0.17500000000000002,3,3,0.025,1,0,0,0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
592,34,True,10,3,4,87,3,2,3,1,1,14,3,0.375,3,3,0.375,14,0,7,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3
933,34,True,10,4,4,43,3,1,3,1,1,17,4,0.125,4,4,0.125,3,2,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
383,35,True,18,2,3,60,3,3,4,2,0,11,3,0.25,2,3,0.05,2,2,2,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,3
134,29,False,20,3,3,84,3,1,4,1,0,15,2,0.07500000000000001,5,3,0.07500000000000001,1,0,2,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3
1017,28,True,16,2,2,68,4,2,1,0,0,19,3,0.225,2,3,0.2,3,0,7,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
270,53,False,7,2,4,50,3,5,3,3,0,18,2,0.65,6,3,0.17500000000000002,7,4,7,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3
311,34,False,2,3,3,86,3,2,1,0,1,12,4,0.1,3,3,0.07500000000000001,2,0,2,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
729,39,True,24,1,1,52,3,2,4,7,0,13,1,0.45,2,3,0.17500000000000002,7,1,7,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2
1031,32,False,8,2,3,65,2,2,2,1,1,11,4,0.325,2,3,0.325,12,11,9,0,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
701,43,True,11,3,1,30,3,3,3,1,0,17,2,0.25,1,3,0.25,9,0,9,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
277,50,False,2,3,4,30,3,4,1,2,0,22,3,0.8,3,3,0.05,2,2,2,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,4
94,53,True,8,3,1,73,3,4,4,5,0,14,3,0.7000000000000001,3,3,0.05,0,2,2,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
754,35,False,1,4,3,62,1,1,4,1,0,12,4,0.1,5,3,0.1,3,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3
382,37,False,11,3,1,94,3,1,3,4,0,18,1,0.2,6,3,0.07500000000000001,2,0,2,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,3
777,53,False,2,4,1,78,2,4,4,2,0,16,3,0.775,3,3,0.625,8,3,7,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2
1062,57,True,1,4,4,88,3,2,3,2,0,11,3,0.375,2,3,0.07500000000000001,2,1,2,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
173,59,False,2,3,3,69,2,4,4,3,1,13,1,0.75,4,3,0.125,3,4,3,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,3
829,46,True,5,2,2,80,3,2,2,8,1,22,4,0.4,2,3,0.1,2,0,2,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
378,27,False,10,3,4,98,2,2,4,1,1,11,4,0.15000000000000002,3,3,0.15000000000000002,2,4,4,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
360,55,True,13,4,1,85,4,4,3,6,1,17,3,0.6000000000000001,2,2,0.47500000000000003,7,3,8,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
757,50,True,28,3,4,39,2,3,1,4,1,13,2,0.5,3,3,0.07500000000000001,2,2,0,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
808,26,False,23,3,3,47,2,2,4,7,1,19,3,0.125,2,2,0.05,2,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3
114,34,True,10,3,2,83,3,1,2,1,0,14,2,0.025,3,3,0.025,0,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
605,46,True,26,2,2,98,2,2,2,8,0,15,3,0.15000000000000002,3,3,0.05,2,2,2,0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2
455,45,True,28,3,4,97,3,1,4,4,0,20,4,0.2,3,3,0.125,4,0,3,0,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,4
1127,30,True,7,1,4,57,3,1,2,0,0,14,1,0.1,3,3,0.07500000000000001,2,1,2,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3
678,58,False,21,3,4,72,3,4,4,4,1,13,3,0.7250000000000001,2,2,0.025,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,3
1191,25,True,8,3,4,57,4,2,2,0,0,22,3,0.1,4,3,0.07500000000000001,2,1,2,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,4
195,26,False,1,1,1,66,2,1,3,1,0,13,3,0.125,5,3,0.125,3,1,3,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
462,45,True,1,4,1,66,3,3,2,1,0,12,1,0.25,4,3,0.25,8,7,7,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
249,35,True,8,4,3,100,3,1,3,1,0,17,2,0.15000000000000002,2,1,0.125,4,1,4,0,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
350,25,True,19,1,4,67,3,1,4,3,0,11,3,0.17500000000000002,6,2,0.07500000000000001,2,1,2,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,3
1000,26,True,11,2,1,60,3,2,1,1,1,13,3,0.125,3,3,0.125,3,3,3,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3
154,30,False,22,3,1,48,3,1,3,4,1,11,2,0.17500000000000002,2,3,0.125,2,0,1,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3
1162,24,False,7,3,1,55,3,1,3,1,1,16,4,0.15000000000000002,4,3,0.15000000000000002,3,1,2,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2
457,40,True,9,2,1,47,3,2,1,0,0,12,4,0.225,5,4,0.2,4,7,1,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
1076,34,True,19,3,1,67,4,2,4,8,1,13,2,0.225,3,2,0.125,2,0,4,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3
106,20,False,2,3,3,49,2,1,3,1,0,13,4,0.05,3,2,0.05,2,0,2,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3
6,50,True,8,4,4,54,3,1,2,7,0,15,4,0.1,2,3,0.05,2,2,2,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,3
250,29,False,23,1,4,45,2,3,1,1,0,13,1,0.275,3,1,0.275,8,3,10,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2
944,30,False,26,4,3,52,2,2,1,5,0,15,3,0.225,5,2,0.15000000000000002,3,0,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,3
