,Age,Gender,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
33,52,True,19,4,4,41,3,1,4,0,0,18,1,5,3,3,4,3,1,2,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,26,False,1,2,1,71,1,1,4,3,0,14,1,5,2,3,2,2,2,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
35,29,False,27,3,2,66,3,2,3,4,0,12,1,11,3,2,8,7,1,1,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
36,26,True,8,3,4,38,2,2,1,6,0,17,3,6,2,2,4,3,1,2,1,3,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
37,34,False,1,4,2,72,4,1,4,2,0,16,3,10,2,3,4,2,1,3,0,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38,54,False,19,4,4,95,3,2,1,9,1,11,2,9,4,3,5,3,1,4,0,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
39,27,True,8,1,3,84,3,2,4,0,0,19,2,5,3,3,4,2,1,1,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
40,37,False,10,1,4,82,3,1,1,0,1,13,2,6,3,2,5,3,4,3,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
41,38,False,2,4,1,75,4,2,1,6,1,12,4,17,2,3,15,7,4,12,0,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
42,34,False,2,4,3,86,2,1,1,1,0,11,3,6,3,3,6,5,1,3,0,3,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
43,35,False,8,4,1,72,3,1,4,1,0,16,2,3,1,2,3,2,0,2,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
44,40,False,2,2,3,38,4,2,2,1,0,24,4,8,2,3,8,7,3,7,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
45,34,False,8,2,3,93,3,2,1,5,0,17,2,6,1,3,3,2,1,2,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
46,24,True,9,3,3,60,2,1,2,1,0,11,3,1,4,3,1,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
47,52,False,11,4,4,82,3,2,3,8,0,20,2,9,3,3,5,2,1,4,0,4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
48,50,True,2,3,3,64,3,4,3,5,0,16,4,30,3,3,4,3,0,3,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
49,29,False,1,2,2,36,2,1,1,1,1,11,4,1,1,3,1,0,0,0,1,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50,33,True,7,3,3,49,3,3,3,0,0,11,4,14,3,4,13,9,3,7,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51,33,False,16,3,1,69,3,2,1,5,0,15,3,6,3,3,3,2,0,2,1,3,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
52,47,False,2,2,3,33,3,4,4,1,1,11,3,26,3,2,26,14,3,0,0,3,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
53,36,False,1,3,3,35,3,2,2,0,0,15,1,10,2,3,9,7,0,5,0,3,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,29,True,23,2,3,81,4,1,3,1,0,24,3,10,3,3,10,7,0,7,0,4,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
55,35,False,1,4,4,40,4,1,3,3,0,13,3,7,0,3,2,2,2,2,0,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
56,42,False,1,2,4,43,2,2,4,9,1,13,4,8,4,3,4,3,0,2,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57,28,True,2,4,3,46,3,1,3,6,0,17,4,5,3,2,2,2,2,1,1,3,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
58,36,True,13,3,3,36,3,1,2,4,0,13,2,8,2,3,5,2,0,4,0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
59,40,True,16,4,1,51,2,2,3,6,0,14,4,10,6,3,1,0,0,0,0,3,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
60,30,False,2,3,3,52,2,2,4,5,1,24,2,12,4,2,0,0,0,0,0,4,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
61,45,False,2,3,2,95,2,1,3,1,0,14,4,1,3,3,1,0,0,0,0,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
62,42,True,29,3,2,98,3,2,2,1,0,13,4,10,3,2,9,8,7,8,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
63,38,True,12,3,1,45,2,2,1,2,0,15,3,13,3,2,4,3,1,2,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
64,49,False,11,3,3,43,3,3,4,1,0,18,1,9,3,4,9,8,7,7,1,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
65,55,True,2,1,3,37,3,2,4,4,0,16,3,12,3,2,9,7,7,3,1,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
66,43,True,14,2,2,94,3,4,1,6,0,24,3,22,3,3,4,1,1,0,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
67,27,True,5,1,3,42,2,3,4,1,1,16,2,9,3,3,9,8,0,8,0,3,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
68,35,True,7,3,3,59,3,3,3,3,0,21,2,17,3,4,8,5,1,6,0,4,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
69,28,False,2,4,2,81,3,2,2,1,1,20,1,8,2,3,8,7,7,5,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
70,26,False,5,2,3,88,2,1,3,1,1,14,1,8,2,3,8,7,1,7,1,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
71,27,True,3,3,4,50,3,1,4,1,0,11,3,0,6,2,0,0,0,0,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,51,False,26,4,1,66,3,4,3,2,0,14,3,29,2,2,20,6,4,17,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
73,44,True,4,3,4,50,3,2,2,9,0,12,4,10,2,2,5,2,2,3,0,3,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
74,25,True,2,1,1,65,4,1,1,7,0,13,3,6,3,2,4,3,0,1,0,3,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
75,35,False,27,1,3,53,2,1,1,1,0,11,4,6,3,2,6,5,1,1,0,3,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
76,36,True,1,2,2,56,3,2,4,1,1,14,4,18,1,2,18,14,4,11,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
77,53,False,7,2,1,78,2,3,4,7,1,18,4,35,3,3,5,2,0,4,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
78,45,True,9,3,4,74,3,3,1,4,1,12,3,18,2,3,5,4,0,2,0,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
79,32,False,8,2,3,91,4,2,3,5,0,12,3,9,3,2,5,3,1,3,0,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
80,37,True,16,4,4,66,2,2,3,4,0,19,4,9,2,3,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
81,28,True,8,2,2,63,2,1,4,1,0,13,4,6,6,3,5,1,0,4,0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
82,22,True,1,2,4,33,2,2,4,6,0,22,1,4,2,1,2,2,2,2,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
83,44,True,8,4,1,62,4,1,4,2,1,24,3,10,2,2,3,2,0,2,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
84,42,True,2,1,2,35,3,1,4,5,1,14,4,8,2,3,2,1,2,2,0,3,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
85,36,True,8,3,1,77,2,1,1,0,0,21,3,6,3,3,5,4,0,3,0,3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
86,25,True,3,1,3,98,3,2,1,1,1,18,4,5,3,3,5,3,0,3,0,3,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
87,35,False,25,4,4,96,3,1,2,1,1,19,1,10,3,2,10,2,7,8,1,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
88,32,True,1,3,4,61,3,1,4,0,0,12,2,4,2,3,3,0,0,2,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,49,False,1,3,3,36,3,1,1,2,0,16,2,7,2,3,4,2,0,2,0,3,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
90,24,True,4,1,1,46,2,1,4,0,0,17,4,6,2,2,5,2,3,4,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
91,32,True,5,2,2,48,3,2,2,1,0,14,4,10,3,3,10,8,5,3,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
92,38,True,9,3,2,98,2,1,2,0,0,19,4,3,3,3,2,2,1,2,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
93,31,True,11,4,4,48,3,1,4,3,1,19,2,8,2,3,6,4,0,2,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
94,53,True,8,3,1,73,3,4,4,5,0,14,3,28,3,3,2,0,2,2,0,3,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
95,37,False,21,2,3,54,3,1,4,5,0,15,2,10,3,3,5,4,0,0,0,3,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
96,53,False,23,4,4,72,3,4,4,6,0,18,3,33,0,3,12,9,3,8,0,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
97,43,False,1,3,4,33,3,2,4,4,0,13,2,12,2,2,5,2,2,2,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
98,47,False,2,2,3,35,3,2,4,0,1,22,1,8,2,3,7,6,7,7,0,4,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
99,37,True,19,2,1,32,3,3,2,1,1,13,4,10,2,3,10,0,0,9,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
100,50,True,2,4,1,98,3,4,1,1,0,11,4,31,3,3,31,6,14,7,0,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,39,False,2,3,4,42,2,2,4,8,0,11,3,13,2,3,5,4,0,4,0,3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
102,33,True,3,2,4,57,3,1,2,3,1,11,3,7,4,4,4,3,0,3,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
103,32,True,25,4,1,87,3,1,4,1,1,24,3,1,2,1,1,0,0,1,1,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
104,44,True,9,2,2,61,3,1,1,1,1,13,4,8,0,3,8,7,7,1,0,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
105,58,True,2,1,4,57,2,1,4,9,1,14,4,3,3,2,1,0,0,0,1,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
106,20,False,2,3,3,49,2,1,3,1,0,13,4,2,3,2,2,2,0,2,1,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
107,21,False,18,1,4,65,3,1,4,1,0,19,1,1,3,2,1,0,0,0,1,3,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
108,36,True,14,1,3,68,3,2,4,0,1,17,1,17,2,2,16,8,4,11,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
109,47,False,2,4,4,65,2,1,4,1,1,18,1,3,3,2,3,2,1,2,0,3,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
110,22,False,3,1,2,34,3,2,3,0,1,19,1,4,3,4,3,2,0,2,1,3,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
111,28,False,9,3,3,77,3,1,3,5,0,18,2,6,2,3,2,2,2,2,0,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
112,39,True,6,3,4,70,3,1,1,7,1,21,4,8,2,1,2,2,2,2,1,3,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
113,27,False,4,3,2,76,3,1,3,1,0,19,3,1,2,3,1,1,0,0,0,3,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
